"Hostname","AgentId","Groups","uuid","platform","distro","os","ip","status","agent_version","core_version","linked_on","last_connect","last_scanned","LastConnectUtc","LastScannedUtc","health_state_name"
"ACS-PRCAIMUTIL01","623443075","AIM-Server","76965a9d-580c-4f7c-bf5e-59ae2cea0d11","LINUX","es8-x86-64",,"100.91.16.5","on",,"11.1.2","1704503040","1776797121","1776794770","4/21/2026 6:45:21 PM","4/21/2026 6:06:10 PM","HEALTHY"
"ACS-PRCCOLED02","619182963","ACS-Server","8bb810a2-f637-4de9-ad75-87f30110f587","LINUX","es8-x86-64",,"100.91.97.4","on",,"11.1.2","1695046409","1776796870","1776792850","4/21/2026 6:41:10 PM","4/21/2026 5:34:10 PM","HEALTHY"
"ACS-PRCDQLABS","645068613","ACS-Server","151c19b0-ef1f-4a45-8ad7-508179545752","LINUX","es8-x86-64",,"100.91.32.14","on",,"11.1.2","1739999575","1776796503","1776792483","4/21/2026 6:35:03 PM","4/21/2026 5:28:03 PM","HEALTHY"
"ACS-PRCDTAG001","674642184","ACS-Server","3e1b72fd-19e4-42f5-bbb8-5ad1a59be890","LINUX","es8-x86-64",,"100.91.160.108","on",,"11.1.2","1770845416","1776797442","1776791298","4/21/2026 6:50:42 PM","4/21/2026 5:08:18 PM","HEALTHY"
"ACS-PRCDTSM001","674635012","ACS-Server","5879ce0d-5431-4279-acea-e0fd9545982f","LINUX","es8-x86-64",,"100.91.172.179","on",,"11.1.2","1770837601","1776796320","1776792151","4/21/2026 6:32:00 PM","4/21/2026 5:22:31 PM","HEALTHY"
"ACS-PRCEXAB005","651923454","ACS-Server","ffb3d58c-2546-4ac0-8a58-695e24d8d08b","LINUX","es8-x86-64",,"100.91.16.92","on",,"11.1.2","1746455195","1776796671","1776792651","4/21/2026 6:37:51 PM","4/21/2026 5:30:51 PM","HEALTHY"
"ACS-PRCGASF001","632434202","ACS-Server","e2f857fd-6391-44ee-a264-dd17f4404fd7","LINUX","es8-x86-64",,"100.91.16.64","on",,"11.1.2","1721048120","1776797530","1776791501","4/21/2026 6:52:10 PM","4/21/2026 5:11:41 PM","HEALTHY"
"ACS-PRCSECSTS01","621673861","ACS-Server","c4162682-dd0a-47c0-bf83-ff0b13a80867","LINUX","es9-x86-64",,"10.161.16.11","on",,"11.1.2","1700147643","1776796311","1776792291","4/21/2026 6:31:51 PM","4/21/2026 5:24:51 PM","HEALTHY"
"ACS-PRCSECSTS02","628506208","ACS-Server","d7e09682-effa-42ed-ab28-cbc4e01a4cb1","LINUX","es9-x86-64",,"100.91.24.17","on",,"11.1.2","1714061925","1776796204","1776792184","4/21/2026 6:30:04 PM","4/21/2026 5:23:04 PM","HEALTHY"
"ACS-PRCSMB001.ARCHGROUP.IO","638198892","ACS-Server","b54c5182-1470-432e-b718-43f9092f2d9e","LINUX","es8-x86-64",,"100.91.16.72","on",,"11.1.2","1730966093","1776796544","1776792525","4/21/2026 6:35:44 PM","4/21/2026 5:28:45 PM","HEALTHY"
"ACS-PRCSMB002","635138727","ACS-Server","fbb66e3f-0f48-4e20-8970-7e4de2e868d3","LINUX","es8-x86-64",,"100.91.16.65","on",,"11.1.2","1725898058","1776797363","1776793343","4/21/2026 6:49:23 PM","4/21/2026 5:42:23 PM","HEALTHY"
"ACS-PRCWEBAPP","672466699","ACS-Server","187992ab-f9f5-42a1-acbc-4dc83a4114fe","LINUX","es8-x86-64",,"100.91.16.105","on",,"11.1.2","1767845989","1776797728","1776791698","4/21/2026 6:55:28 PM","4/21/2026 5:14:58 PM","HEALTHY"
"ACS-PRVDMZ001","634536017","ACS-Server","9a51b18c-bd00-4ea3-b31d-57043a2f7f33","LINUX","es8-x86-64",,"100.81.137.25","on",,"11.1.2","1724792277","1776796388","1776792168","4/21/2026 6:33:08 PM","4/21/2026 5:22:48 PM","HEALTHY"
"ACS-PWC01AVC01","650824863","ACS-Citrix, ACS-Server","491f80a7-fbc1-4cd8-a90b-74182a80cd4f","WINDOWS","win-x86-64",,"100.91.37.196","on",,"11.1.2","1745276910","1776796394","1776792373","4/21/2026 6:33:14 PM","4/21/2026 5:26:13 PM","HEALTHY"
"ACS-PWC01AVC02","650824976","ACS-Citrix, ACS-Server","2613e74f-1c72-4fce-a6d1-50e839cd64bf","WINDOWS","win-x86-64",,"100.91.37.197","on",,"11.1.2","1745277027","1776797849","1776791816","4/21/2026 6:57:29 PM","4/21/2026 5:16:56 PM","HEALTHY"
"ACS-PWC01AVF01","650824855","ACS-Citrix, ACS-Server","a179ee42-29c6-40ce-b8f6-2a880ba8674a","WINDOWS","win-x86-64",,"100.91.37.202","on",,"11.1.2","1745276908","1776796817","1776792796","4/21/2026 6:40:17 PM","4/21/2026 5:33:16 PM","HEALTHY"
"ACS-PWC01AVF02","650824873","ACS-Citrix, ACS-Server","bccea01e-0347-4d78-a27c-c503f79b75cf","WINDOWS","win-x86-64",,"100.91.37.198","on",,"11.1.2","1745276915","1776796691","1776792669","4/21/2026 6:38:11 PM","4/21/2026 5:31:09 PM","HEALTHY"
"ACS-PWC01AVM01","652202978","ACS-Citrix, ACS-Server","2e2d75f7-93e7-4c25-91b9-2a694f3c4502","WINDOWS","win-x86-64",,"100.91.37.204","on",,"11.1.2","1746690294","1776796882","1776792861","4/21/2026 6:41:22 PM","4/21/2026 5:34:21 PM","HEALTHY"
"ACS-PWC01AVM02","652203001","ACS-Citrix, ACS-Server","dfcd3480-650f-4938-8e5d-ceacdcff542d","WINDOWS","win-x86-64",,"100.91.37.203","on",,"11.1.2","1746690312","1776796816","1776792794","4/21/2026 6:40:16 PM","4/21/2026 5:33:14 PM","HEALTHY"
"ACS-PWC02AVC01","652014052","ACS-Citrix, ACS-Server","d8716e7f-5e0f-4401-92b6-955c7c980323","WINDOWS","win-x86-64",,"100.90.36.69","on",,"11.1.2","1746536082","1776796550","1776792529","4/21/2026 6:35:50 PM","4/21/2026 5:28:49 PM","HEALTHY"
"ACS-PWC02AVC02","652014050","ACS-Citrix, ACS-Server","92324dd6-a678-416a-92cf-554210fd116b","WINDOWS","win-x86-64",,"100.90.36.74","on",,"11.1.2","1746536079","1776796589","1776792568","4/21/2026 6:36:29 PM","4/21/2026 5:29:28 PM","HEALTHY"
"ACS-PWC02AVF01","652014059","ACS-Citrix, ACS-Server","9f0c638d-04c8-4983-b739-bf54b8d84b66","WINDOWS","win-x86-64",,"100.90.36.68","on",,"11.1.2","1746536088","1776797754","1776791722","4/21/2026 6:55:54 PM","4/21/2026 5:15:22 PM","HEALTHY"
"ACS-PWC02AVF02","652014955","ACS-Citrix, ACS-Server","a5f23053-d32d-439f-835b-50e4ea97f35e","WINDOWS","win-x86-64",,"100.90.36.70","on",,"11.1.2","1746536813","1776797128","1776791096","4/21/2026 6:45:28 PM","4/21/2026 5:04:56 PM","HEALTHY"
"ACS-PWC02AVM01","658989191","ACS-Citrix, ACS-Server","4308ad29-3629-4d75-8ac8-12dc0e70596d","WINDOWS","win-x86-64",,"100.90.36.76","on",,"11.1.2","1752756193","1776797004","1776792983","4/21/2026 6:43:24 PM","4/21/2026 5:36:23 PM","HEALTHY"
"ACS-PWC02AVM02","658989175","ACS-Citrix, ACS-Server","02fb1ba4-337e-4de8-97f6-b35ff4e8c746","WINDOWS","win-x86-64",,"100.90.36.75","on",,"11.1.2","1752756183","1776797646","1776791614","4/21/2026 6:54:06 PM","4/21/2026 5:13:34 PM","HEALTHY"
"ACS-PWC03AVC01","663443879","ACS-Citrix, ACS-Server","82ed9632-71b5-4bbc-97d9-155fe305320c","WINDOWS","win-x86-64",,"100.92.64.138","on",,"11.1.2","1757128971","1776796335","1776792313","4/21/2026 6:32:15 PM","4/21/2026 5:25:13 PM","HEALTHY"
"ACS-PWC03AVC02","663443427","ACS-Citrix, ACS-Server","0832d4ce-50a1-4dc0-8eb4-28fbca561a19","WINDOWS","win-x86-64",,"100.92.64.137","on",,"11.1.2","1757127899","1776796375","1776792353","4/21/2026 6:32:55 PM","4/21/2026 5:25:53 PM","HEALTHY"
"ACS-PWC03AVF01","663444560","ACS-Citrix, ACS-Server","c0e8af22-4354-4af0-8d6a-60edb0fdd354","WINDOWS","win-x86-64",,"100.92.64.133","on",,"11.1.2","1757130302","1776797088","1776791054","4/21/2026 6:44:48 PM","4/21/2026 5:04:14 PM","HEALTHY"
"ACS-PWC03AVF02","663443814","ACS-Citrix, ACS-Server","c5bcbbd4-6c96-4cf8-a275-1d82aa8278b9","WINDOWS","win-x86-64",,"100.92.64.132","on",,"11.1.2","1757128692","1776797342","1776791308","4/21/2026 6:49:02 PM","4/21/2026 5:08:28 PM","HEALTHY"
"ACS-PWC03AVM01","667490836","ACS-Citrix, ACS-Server","b9f81821-932a-4aff-bed0-b753e1268827","WINDOWS","win-x86-64",,"100.92.64.140","on",,"11.1.2","1761779578","1776797234","1776791201","4/21/2026 6:47:14 PM","4/21/2026 5:06:41 PM","HEALTHY"
"ACS-PWC03AVM02","667490840","ACS-Citrix, ACS-Server","683a42f9-d798-4ddb-b436-45b639144718","WINDOWS","win-x86-64",,"100.92.64.139","on",,"11.1.2","1761779579","1776797341","1776791308","4/21/2026 6:49:01 PM","4/21/2026 5:08:28 PM","HEALTHY"
"ACS-PWC04AVC01","676157783","ACS-Server","1d2140d9-3260-4013-8f3c-77776873998b","WINDOWS","win-x86-64",,"100.93.64.15","on",,"11.1.2","1773161706","1776797800","1776791768","4/21/2026 6:56:40 PM","4/21/2026 5:16:08 PM","HEALTHY"
"ACS-PWC04AVC02","676158146","ACS-Server","768a6294-42c3-4d40-861c-c76599a1e70a","WINDOWS","win-x86-64",,"100.93.64.13","on",,"11.1.2","1773162199","1776796372","1776792350","4/21/2026 6:32:52 PM","4/21/2026 5:25:50 PM","HEALTHY"
"ACS-PWC04AVF01","676157800","ACS-Server","0ba101f4-f1ec-4883-a89f-78f7b4ffabc0","WINDOWS","win-x86-64",,"100.93.64.16","on",,"11.1.2","1773161722","1776797658","1776791625","4/21/2026 6:54:18 PM","4/21/2026 5:13:45 PM","HEALTHY"
"ACS-PWC04AVF02","676158108","ACS-Server","7c168349-5f13-429f-8092-8dda33d0f8d7","WINDOWS","win-x86-64",,"100.93.64.14","on",,"11.1.2","1773162175","1776796338","1776792316","4/21/2026 6:32:18 PM","4/21/2026 5:25:16 PM","HEALTHY"
"ACS-PWC04AVM01","671386472","ACS-Server","0109b782-1571-4867-9428-06675315ae1f","WINDOWS","win-x86-64",,"100.93.64.10","on",,"11.1.2","1766083276","1776796688","1776792666","4/21/2026 6:38:08 PM","4/21/2026 5:31:06 PM","HEALTHY"
"ACS-PWC04AVM02","671385639","ACS-Server","779a64ad-a00e-4bd7-a7d9-0258ed84a10f","WINDOWS","win-x86-64",,"100.93.64.9","on",,"11.1.2","1766082805","1776796881","1776792860","4/21/2026 6:41:21 PM","4/21/2026 5:34:20 PM","HEALTHY"
"ACS-PWC07AVC01","664673405","ACS-Citrix, ACS-Server","1d849413-522f-418f-b2b9-669a1c0e324e","WINDOWS","win-x86-64",,"100.115.0.5","on",,"11.1.2","1758598884","1776797492","1776791458","4/21/2026 6:51:32 PM","4/21/2026 5:10:58 PM","HEALTHY"
"ACS-PWC07AVC02","664944004","ACS-Citrix, ACS-Server","f67cef1d-d09f-4651-83ae-bbe299c0422e","WINDOWS","win-x86-64",,"100.115.0.6","on",,"11.1.2","1758849584","1776797456","1776791422","4/21/2026 6:50:56 PM","4/21/2026 5:10:22 PM","HEALTHY"
"ACS-PWC07AVF01","667641290","ACS-Citrix, ACS-Server","3203c114-52e6-44a9-9d6f-0eb93db341b8","WINDOWS","win-x86-64",,"100.115.0.9","on",,"11.1.2","1761920278","1776797500","1776791357","4/21/2026 6:51:40 PM","4/21/2026 5:09:17 PM","HEALTHY"
"ACS-PWC07AVF02","664940126","ACS-Citrix, ACS-Server","518ec08e-9494-4ccc-af75-a7e91a6d2319","WINDOWS","win-x86-64",,"100.115.0.4","on",,"11.1.2","1758845968","1776796192","1776792170","4/21/2026 6:29:52 PM","4/21/2026 5:22:50 PM","HEALTHY"
"ACS-PWC07AVM01","668718028","ACS-Citrix, ACS-Server","35a5f61e-1cd9-4062-85d7-d7b2875593ad","WINDOWS","win-x86-64",,"100.115.0.12","on",,"11.1.2","1763130251","1776796474","1776792452","4/21/2026 6:34:34 PM","4/21/2026 5:27:32 PM","HEALTHY"
"ACS-PWC07AVM02","667577636","ACS-Citrix, ACS-Server","2a80ee02-5d0a-40e3-83f9-fe903433e4d7","WINDOWS","win-x86-64",,"100.115.0.11","on",,"11.1.2","1761859934","1776797334","1776791510","4/21/2026 6:48:54 PM","4/21/2026 5:11:50 PM","HEALTHY"
"ACS-PWC08AVC01","659650159","ACS-Citrix, ACS-Server","c6d00701-6857-4c58-ad41-296fd1b93dc6","WINDOWS","win-x86-64",,"100.116.0.10","on",,"11.1.2","1753391835","1776796057","1776792035","4/21/2026 6:27:37 PM","4/21/2026 5:20:35 PM","HEALTHY"
"ACS-PWC08AVC02","659650306","ACS-Citrix, ACS-Server","cac186f3-b025-4b54-b65b-c37c27f7619d","WINDOWS","win-x86-64",,"100.116.0.9","on",,"11.1.2","1753391935","1776796833","1776792811","4/21/2026 6:40:33 PM","4/21/2026 5:33:31 PM","HEALTHY"
"ACS-PWC08AVF01","659649006","ACS-Citrix, ACS-Server","d51e3418-0a12-4e21-a634-6b804baa9f1b","WINDOWS","win-x86-64",,"100.116.0.8","on",,"11.1.2","1753391158","1776797721","1776791688","4/21/2026 6:55:21 PM","4/21/2026 5:14:48 PM","HEALTHY"
"ACS-PWC08AVF02","659650303","ACS-Citrix, ACS-Server","58fd105d-4766-4e79-8038-f02b74cee79b","WINDOWS","win-x86-64",,"100.116.0.7","on",,"11.1.2","1753391932","1776796626","1776792604","4/21/2026 6:37:06 PM","4/21/2026 5:30:04 PM","HEALTHY"
"ACS-PWC08AVM01","667485945","ACS-Citrix, ACS-Server","e154a0db-40f9-4a3a-bd85-00c29ea4c73e","WINDOWS","win-x86-64",,"100.116.0.11","on",,"11.1.2","1761775014","1776797369","1776791338","4/21/2026 6:49:29 PM","4/21/2026 5:08:58 PM","HEALTHY"
"ACS-PWC08AVM02","668718079","ACS-Citrix, ACS-Server","4452c418-c70f-47ad-8956-328080fd389e","WINDOWS","win-x86-64",,"100.116.0.12","on",,"11.1.2","1763130293","1776796282","1776792260","4/21/2026 6:31:22 PM","4/21/2026 5:24:20 PM","HEALTHY"
"ACS-PWCAADPP01","152383108","ACS-Server","76f15cef-b18a-41de-8e84-38d7190eba86","WINDOWS","win-x86-64",,"10.161.16.101","on",,"11.1.2","1645317035","1776797988","1776791956","4/21/2026 6:59:48 PM","4/21/2026 5:19:16 PM","HEALTHY"
"ACS-PWCAGSIDB01","152377448","ACS-Server","6078fe50-d191-4192-b0d7-86bf688fd848","WINDOWS","win-x86-64",,"10.162.2.92","on",,"11.1.2","1645316517","1776796682","1776792661","4/21/2026 6:38:02 PM","4/21/2026 5:31:01 PM","HEALTHY"
"ACS-PWCAGSIIS01","152376287","ACS-Server","cc97f662-57b7-4a29-88f8-0f426056d833","WINDOWS","win-x86-64",,"10.162.2.91","on",,"11.1.2","1645316391","1776797397","1776791364","4/21/2026 6:49:57 PM","4/21/2026 5:09:24 PM","HEALTHY"
"ACS-PWCALTRYX01","152385545","ACS-Server","a96c5b15-1814-4a64-b60a-c66afb9d0f50","WINDOWS","win-x86-64",,"10.162.2.82","on",,"11.1.2","1645317233","1776797314","1776791231","4/21/2026 6:48:34 PM","4/21/2026 5:07:11 PM","HEALTHY"
"ACS-PWCCASA001","152386570","ACS-Server","94c099f8-d107-4d93-860b-03d0128d083f","WINDOWS","win-x86-64",,"10.161.17.28","on",,"11.1.2","1645317336","1776797130","1776791098","4/21/2026 6:45:30 PM","4/21/2026 5:04:58 PM","HEALTHY"
"ACS-PWCCCIMG03","634913678","ACS-Server","e5e4b06f-5a5f-4042-a80c-43180c01baba","WINDOWS","win-x86-64",,"10.161.224.153","on",,"11.1.2","1725452208","1776796268","1776792247","4/21/2026 6:31:08 PM","4/21/2026 5:24:07 PM","HEALTHY"
"ACS-PWCCEBDC001","628483457","ACS-DC, GSO-DC","4432a125-ba41-4b91-a8a1-56f561ab8a39","WINDOWS","win-x86-64",,"100.94.24.8","on",,"11.1.2","1714029558","1776796091","1776792155","4/21/2026 6:28:11 PM","4/21/2026 5:22:35 PM","HEALTHY"
"ACS-PWCCMAS001","675943544","ACS-Server","f45712fc-765e-475c-a1aa-f8a0368bce3b","WINDOWS","win-x86-64",,"10.160.32.9","on",,"11.1.2","1772818145","1776797346","1776791595","4/21/2026 6:49:06 PM","4/21/2026 5:13:15 PM","HEALTHY"
"ACS-PWCCMSDEV01","664384669","ACS-Server","04566497-518c-45f3-a6e1-2d90e3c724c5","WINDOWS","win-x86-64",,"100.91.202.14","on",,"11.1.2","1758245114","1776796300","1776792279","4/21/2026 6:31:40 PM","4/21/2026 5:24:39 PM","HEALTHY"
"ACS-PWCCPIMG01","646763562","ACS-Server","2e6bec60-c40d-41e8-bdee-43c8787e6a7e","WINDOWS","win-x86-64",,"10.161.224.151","off",,"11.1.2","1741708286","1776322989","1776274698","4/16/2026 7:03:09 AM","4/15/2026 5:38:18 PM","HEALTHY"
"ACS-PWCCPIMG01","678372314","ACS-Server","3080d40b-4ab3-46ab-99d8-54316468d2cf","WINDOWS","win-x86-64",,"10.161.224.151","on",,"11.1.2","1776324436","1776796809",,"4/21/2026 6:40:09 PM",,"HEALTHY"
"ACS-PWCCSAS101","152399520","ACS-Server","d9f27df2-077e-4805-be51-e54ba1a96fa4","WINDOWS","win-x86-64",,"10.161.32.32","on",,"11.1.2","1645318618","1776797746","1776791714","4/21/2026 6:55:46 PM","4/21/2026 5:15:14 PM","HEALTHY"
"ACS-PWCCXFAS02","634188793","ACS-Server","4cb3ac8c-2431-4bf0-97ec-c4e08239e45d","WINDOWS","win-x86-64",,"100.92.98.5","on",,"11.1.2","1724121185","1776797659","1776791627","4/21/2026 6:54:19 PM","4/21/2026 5:13:47 PM","HEALTHY"
"ACS-PWCDC001","84417529","ACS-DC","0a463cca-b061-465c-a7d2-61df919b17e5","WINDOWS","win-x86-64",,"10.161.16.71","on",,"11.1.2","1632620112","1776797700","1776791669","4/21/2026 6:55:00 PM","4/21/2026 5:14:29 PM","HEALTHY"
"ACS-PWCDC002","84526371","ACS-DC","d5f3aea4-7bdb-4488-8d63-a15a75ee229d","WINDOWS","win-x86-64",,"10.192.16.72","on",,"11.1.2","1632668249","1776797308","1776791277","4/21/2026 6:48:28 PM","4/21/2026 5:07:57 PM","HEALTHY"
"ACS-PWCDC003","451605323","ACS-DC","e997d65c-7826-4b10-bf6c-e36ddc4bf06a","WINDOWS","win-x86-64",,"10.161.16.72","on",,"11.1.2","1666684274","1776796476","1776792455","4/21/2026 6:34:36 PM","4/21/2026 5:27:35 PM","HEALTHY"
"ACS-PWCDFS02","152374314","ACS-Server","d3417273-b045-494e-8fe9-198f376157d1","WINDOWS","win-x86-64",,"10.161.16.212","on",,"11.1.2","1645316186","1776796829","1776792808","4/21/2026 6:40:29 PM","4/21/2026 5:33:28 PM","HEALTHY"
"ACS-PWCDFS03","152378588","ACS-Server","054ab4ec-a34d-4ea8-b0c2-d6a181ea9be5","WINDOWS","win-x86-64",,"10.192.16.73","on",,"11.1.2","1645316623","1776796368","1776792348","4/21/2026 6:32:48 PM","4/21/2026 5:25:48 PM","HEALTHY"
"ACS-PWCDFSARF01","152375333","ACS-Server","84c92241-679c-4e0c-a349-4dafce0eaa5f","WINDOWS","win-x86-64",,"10.161.16.211","on",,"11.1.2","1645316292","1776797892","1776791861","4/21/2026 6:58:12 PM","4/21/2026 5:17:41 PM","HEALTHY"
"ACS-PWCGPIMG01","676718202","ACS-Server","3722d499-8ebe-4d73-900a-ad734ab2d420","WINDOWS","win-x86-64",,"10.161.224.246","on",,"11.1.2","1773936644","1776796699","1776792677","4/21/2026 6:38:19 PM","4/21/2026 5:31:17 PM","HEALTHY"
"ACS-PWCJUMP001","152392722","ACS-Server","247fe67d-01a3-44cd-b9d7-9b0820cf9fd7","WINDOWS","win-x86-64",,"10.162.7.21","on",,"11.1.2","1645317960","1776796720","1776792699","4/21/2026 6:38:40 PM","4/21/2026 5:31:39 PM","HEALTHY"
"ACS-PWCJUMP002","152388976","ACS-Server","c33f7629-78c1-46a8-9a6c-06159466f076","WINDOWS","win-x86-64",,"10.162.7.22","on",,"11.1.2","1645317588","1776797612","1776791580","4/21/2026 6:53:32 PM","4/21/2026 5:13:00 PM","HEALTHY"
"ACS-PWCLOGSVR01","155382233","ACS-Server","25a6b552-9d88-43c8-9c5d-6f8eab8119b8","WINDOWS","win-x86-64",,"10.161.16.133","on",,"11.1.2","1645599337","1776797104","1776791118","4/21/2026 6:45:04 PM","4/21/2026 5:05:18 PM","HEALTHY"
"ACS-PWCMANDC001","628821945","ACS-DC, GSO-DC","455032d3-2b60-4fb2-906b-90da7c651540","WINDOWS","win-x86-64",,"100.94.24.7","on",,"11.1.2","1714643771","1776797724","1776791691","4/21/2026 6:55:24 PM","4/21/2026 5:14:51 PM","HEALTHY"
"ACS-PWCMANPRN01","626422529","ACS-Server","50d51e09-802c-443f-bec5-a8f9978da445","WINDOWS","win-x86-64",,"100.94.25.5","on",,"11.1.2","1710360092","1776797691","1776791658","4/21/2026 6:54:51 PM","4/21/2026 5:14:18 PM","HEALTHY"
"ACS-PWCMANUTL01","675863600","ACS-Server","f5377d32-0477-4de2-8e58-d268dc168fce","WINDOWS","win-x86-64",,"100.94.25.4","on",,"11.1.2","1772714396","1776796795","1776792773","4/21/2026 6:39:55 PM","4/21/2026 5:32:53 PM","HEALTHY"
"ACS-PWCMIALYT04","619939216","AMI-Server","323f957d-7557-487f-acc9-3ba9bf49fbd8","WINDOWS","win-x86-64",,"10.162.7.23","on",,"11.1.2","1696640953","1776797310","1776789269","4/21/2026 6:48:30 PM","4/21/2026 4:34:29 PM","HEALTHY"
"ACS-PWCMIJOB001","152368164","AMI-Server","dde8d915-c548-4e05-8397-a3761e578a27","WINDOWS","win-x86-64",,"10.162.7.24","on",,"11.1.2","1645315571","1776796477","1776788434","4/21/2026 6:34:37 PM","4/21/2026 4:20:34 PM","HEALTHY"
"ACS-PWCMIJOB002","152370113","AMI-Server","6df9f7d4-7636-4f98-b55f-848878b2c023","WINDOWS","win-x86-64",,"10.162.7.4","on",,"11.1.2","1645315776","1776797698","1776787644","4/21/2026 6:54:58 PM","4/21/2026 4:07:24 PM","HEALTHY"
"ACS-PWCMIJOB003","152371174","AMI-Server","c02d2add-5c52-44bc-8fc8-efcf9679988d","WINDOWS","win-x86-64",,"10.162.7.35","on",,"11.1.2","1645315882","1776796778","1776788735","4/21/2026 6:39:38 PM","4/21/2026 4:25:35 PM","HEALTHY"
"ACS-PWCMIJOB004","152373251","AMI-Server","36f001c1-15ec-456b-84c8-ee587b696377","WINDOWS","win-x86-64",,"10.162.7.25","on",,"11.1.2","1645316083","1776798031","1776787973","4/21/2026 7:00:31 PM","4/21/2026 4:12:53 PM","HEALTHY"
"ACS-PWCMRIMG02","656691129","ACS-Workstation","f4406133-9e93-4993-94eb-0ed3439801d5","WINDOWS","win-x86-64",,"10.161.224.135","off",,"11.1.2","1750699524","1776235476","1776169301","4/15/2026 6:44:36 AM","4/14/2026 12:21:41 PM","HEALTHY"
"ACS-PWCQCA001","618994194","ACS-Server","84a636ae-9c71-45eb-95b0-fa6473efa651","WINDOWS","win-x86-64",,"100.91.32.4","on",,"11.1.2","1694603435","1776797664","1776791632","4/21/2026 6:54:24 PM","4/21/2026 5:13:52 PM","HEALTHY"
"ACS-PWCQREP01","676244143","ACS-Server","bc51af25-e89a-4e84-ada7-4d8cbdfe04dd","WINDOWS","win-x86-64",,"10.162.2.35","on",,"11.1.2","1773267809","1776796871","1776792675","4/21/2026 6:41:11 PM","4/21/2026 5:31:15 PM","HEALTHY"
"ACS-PWCQST002","618994618","ACS-Server","005c9764-5455-47e3-84fa-fba183846e75","WINDOWS","win-x86-64",,"10.161.16.15","on",,"11.1.2","1694604002","1776798047","1776792184","4/21/2026 7:00:47 PM","4/21/2026 5:23:04 PM","HEALTHY"
"ACS-PWCRDHCP02","608590441","ACS-Server","c6ce30a3-c0cc-4e8d-9776-18a504e2c36e","WINDOWS","win-x86-64",,"10.161.16.18","on",,"11.1.2","1683318347","1776797145","1776791113","4/21/2026 6:45:45 PM","4/21/2026 5:05:13 PM","HEALTHY"
"ACS-PWCRDS000","677391676","ACS-Server","38c18d45-deb3-4ed2-9b1e-e0fa1cde2106","WINDOWS","win-x86-64",,"10.162.2.30","on",,"11.1.2","1774881236","1776796541","1776791131","4/21/2026 6:35:41 PM","4/21/2026 5:05:31 PM","HEALTHY"
"ACS-PWCRSA001","373364948","ACS-Server","04f83ea1-8f24-4630-8d42-117aedb19927","WINDOWS","win-x86-64",,"10.161.32.48","on",,"11.1.2","1661487653","1776796059","1776792039","4/21/2026 6:27:39 PM","4/21/2026 5:20:39 PM","HEALTHY"
"ACS-PWCSAIMG01","676197020","ACS-Server","b5bab945-c40c-450c-9ea6-3cc5e00018d1","WINDOWS","win-x86-64",,"10.161.212.14","on",,"11.1.2","1773215713","1776796211","1776792189","4/21/2026 6:30:11 PM","4/21/2026 5:23:09 PM","HEALTHY"
"ACS-PWCSCEP003","675242077","ACS-Server","4b2c51b8-1058-4e44-8aa1-e15a32a88938","WINDOWS","win-x86-64",,"100.91.24.22","on",,"11.1.2","1771840699","1776796947","1776791153","4/21/2026 6:42:27 PM","4/21/2026 5:05:53 PM","HEALTHY"
"ACS-PWCUTIL01","498765694","ACS-Server","7c7d9d3b-2dd2-4312-bd0a-100a2758e22e","WINDOWS","win-x86-64",,"100.91.16.10","on",,"11.1.2","1670642413","1776797111","1776791079","4/21/2026 6:45:11 PM","4/21/2026 5:04:39 PM","HEALTHY"
"ACS-PWCWDIMG01","646759295","ACS-Server","4c32d777-636d-48f7-838a-8236ad2c8983","WINDOWS","win-x86-64",,"10.161.224.51","off",,"11.1.2","1741706672","1776235990","1776187803","4/15/2026 6:53:10 AM","4/14/2026 5:30:03 PM","HEALTHY"
"ACS-PWPDC003","642639542","ACS-DC","f0ccb520-c24a-46c6-94aa-32a0c24f55e9","WINDOWS","win-x86-64",,"10.32.61.62","on",,"11.1.2","1737538353","1776797216","1776791186","4/21/2026 6:46:56 PM","4/21/2026 5:06:26 PM","HEALTHY"
"ACS-PWVAPPGW02","629767581","ACS-Server","0612a269-5603-4f54-8a31-06fb49ba5363","WINDOWS","win-x86-64",,"100.81.137.20","on",,"11.1.2","1716319270","1776796910","1776792889","4/21/2026 6:41:50 PM","4/21/2026 5:34:49 PM","HEALTHY"
"ACS-PWXB-FIN16","155357246","ACS-Server","cf8a158a-3d6d-41ef-b0a2-4e5a93a3c1ed","WINDOWS","win-x86-64",,"10.110.26.47","on",,"11.1.2","1645596908","1776797832","1776793812","4/21/2026 6:57:12 PM","4/21/2026 5:50:12 PM","HEALTHY"
"ACS-QWCMIALYT04","629056014","AGMS-Server","50af6b94-1ac7-46e9-9d8e-67c4170e57b3","WINDOWS","win-x86-64",,"10.162.10.24","on",,"11.1.2","1715087347","1776796679","1776792658","4/21/2026 6:37:59 PM","4/21/2026 5:30:58 PM","HEALTHY"
"ACS-RLVDMZ002","634535921","ACS-Server","7076f593-6388-45a8-b62c-b1ef11d41cea","LINUX","es8-x86-64",,"100.112.136.25","on",,"11.1.2","1724792087","1776797375","1776791345","4/21/2026 6:49:35 PM","4/21/2026 5:09:05 PM","HEALTHY"
